Word	Index
travestythe	753
country	754
cup	755
caddell	756
demanded	757
152nd	758
109	759
_e_	760
planned	761
normandy	762
logic	763
27t	764
#bigleaguetruthtime	765
#deplorables	766
asked	767
eradicate	768
brittle	769
30th	770
waive	771
bored	772
newstand	773
@joenbc	774
fudged	775
vain	776
#readthebill	777
2nd	778
#trump4vets	779
mondaleferraro	780
canyon	781
259	782
@louisianagov	783
framework	784
pregnancy	785
fotgotten	786
250	787
libyas	788
fema	789
beachs	790
armored	791
contestants	792
lighthouse	793
none#ussgeraldrford	794
investors	795
pregame	796
shouting	797
union	798
fri	799
fro	800
@american32	801
#nabtu2017	802
twain	803
much	804
wayso	805
stadium	806
privilege	807
parents	808
#bombers	809
phasing	810
tallest	811
incompetent	812
deportations	813
25k	814
life	815
sydney	816
eastern	817
@raul_labrador	818
hearby	819
courtney	820
worker	821
irving	822
filmmaker	823
dave	824
lift	825
7pme	826
worked	827
haters	828
@richwaugaman	829
davi	830
chill	831
amazingxx	832
commerce	833
gritty	834
tapes	835
presidency	836
scorecard	837
@oconnellpostbizdonald	838
nykea	839
technologically	840
professionally	841
sinise	842
employ	843
@charlierymergc	844
#breakingnews	845
appeals	846
forthright	847
flooding	848
k	849
vows	850
overtakes	851
remembering	852
#trump2016#wiprimary	853
congratulation	854
playef	855
played	856
acin	857
crowd—sold	858
indonesian	859
conditioned	860
player	861
mattera	862
anticipating	863
campaigning	864
shift	865
evils	866
trusted	867
#wolfblitzercnn	868
hone	869
hong	870
lupe	871
taped	872
things	873
@team_trump45	874
format	875
thievery	876
rebellion	877
spews	878
haphazard	879
split	880
babies	881
elliott	882
principals	883
dhs	884
bid	885
cruzhad	886
amazing—the	887
fairly	888
directing	889
mischaracterized	890
kushner	891
#filmforall	892
@repchriscollins	893
permit	894
tops	895
workforce	896
collection—its	897
shimon	898
dosespread	899
internals	900
ownership	901
rex	902
striving	903
geist	904
#cincodemayo	905
tune	906
judgement	907
suitable	908
lucas	909
@christianjosi	910
#gasen	911
ads—desperate	912
1235	913
julys	914
cancellation	915
academic	916
@fortworthpd	917
subpoena	918
#trumpwon	919
unfairly—big	920
echoes	921
@marksimoneny	922
misrepresents	923
corporate	924
destabalize	925
plaque	926
opinions	927
capitol	928
sleeps	929
appropriately	930
colmery	931
@late_show	932
underreport	933
sleepy	934
#kidney	935
@10best	936
@argop	937
lunchtimethe	938
disguise	939
financially	940
birmingham	941
sheena	942
cuomos	943
plight	944
caregiver	945
@soflagolf	946
previous	947
@trumpnationalnys	948
remedial	949
1221	950
vescio	951
ease	952
had	953
emphasis	954
@971fmtalk	955
@kiss925toronto	956
@robin_leach	957
#cruzfraud	958
advantages	959
richie	960
innocent	961
prison	962
hap	963
guangcheng	964
has	965
hat	966
unpresidential	967
@thehill	968
@andydean2014	969
9b	970
elevation	971
congresses	972
gumbeland	973
survival	974
phoneyarrested	975
posed	976
possible	977
#iran	978
possibly	979
bushs	980
gridlock	981
birth	982
signals	983
distortion	984
dailycaller	985
shadow	986
unique	987
@fema	988
bushy	989
guaranteed	990
desire	991
complimentary	992
@guardian	993
#gop	994
bobby	995
libi	996
@davidwright	997
seaside	998
alice	999
champ	1000
cochrane	1001
remind	1002
misled	1003
steps	1004
withheld	1005
excellency	1006
sebastian	1007
battlefield	1008
attorney	1009
right	1010
old	1011
crowd	1012
people	1013
@univision	1014
plouffe	1015
crown	1016
16apologize	1017
#inprimary	1018
terifies	1019
consultants	1020
chopper	1021
@gggboxing	1022
9p	1023
demagogue	1024
harassment	1025
@robinroberts	1026
9s	1027
coca	1028
enemies	1029
fot	1030
attendees	1031
for	1032
bottom	1033
practicesto	1034
path—it	1035
fox	1036
kuhner	1037
#jfkfiles	1038
creative	1039
menace	1040
sotu	1041
@marcaputo	1042
umc	1043
@hannityshow	1044
polluter	1045
@jamieaydt	1046
@benshapiro	1047
hindu	1048
shaker	1049
shakes	1050
yorks	1051
lefts	1052
nbccomcasting	1053
picking	1054
ungratefulness	1055
mcmanamon	1056
barbara—get	1057
@frankgaffneys	1058
burner	1059
complexions—other	1060
defensive	1061
mediocrity	1062
losing	1063
memorable	1064
bowing	1065
manufacturing	1066
cronies	1067
@vincemcmahons	1068
projected	1069
foolish	1070
830pm	1071
ohiowest	1072
dollars	1073
citizens	1074
@amspecs	1075
o	1076
@americanselect	1077
@bristolsblog	1078
despair	1079
repellent	1080
emilio	1081
disqualified	1082
palestinians	1083
slightly	1084
bannon	1085
nixon	1086
@today_clicker	1087
wildfires	1088
460m	1089
statements	1090
sod	1091
facility	1092
incomprehensible	1093
marshall	1094
#flashbackfriday	1095
@theblaze	1096
son	1097
wray	1098
beings	1099
valleys	1100
magazines	1101
raises	1102
stockholder	1103
wrap	1104
shoots	1105
reducing	1106
#neverforget911	1107
strongerחזקים	1108
@yahoo	1109
jugular	1110
fabric	1111
novi	1112
waits	1113
support	1114
constantly	1115
knowing	1116
reason—i	1117
39#americafirst	1118
raped	1119
#neverforget	1120
@nhgop	1121
joseph	1122
@stjude	1123
authorized	1124
extremism	1125
jane	1126
tele	1127
@theslystallone	1128
launching	1129
happy	1130
selection	1131
underestimated	1132
@golfdigestmag	1133
offer	1134
120	1135
forming	1136
@davidgregory	1137
shinzō	1138
conclusively	1139
phoners	1140
plan✅eliminate	1141
louisiana#makeamericagreatagain	1142
propertiesseeing	1143
talents	1144
@patriots	1145
melania	1146
robertson	1147
palmetto	1148
flipped	1149
@wobriensomerset	1150
extremist	1151
congratulations	1152
@kyleportercbs	1153
@abc	1154
the13th	1155
programmatic	1156
partys	1157
@townhallcom	1158
type	1159
inside	1160
clubgoers	1161
germanwings	1162
@marketmavensinc	1163
exude	1164
unanimous	1165
lays	1166
rerun	1167
smashed	1168
@frankrichny	1169
522000	1170
panels	1171
dues	1172
30m	1173
150	1174
153	1175
proud	1176
disgrace	1177
sight	1178
157	1179
tournament	1180
#dcbound	1181
proven	1182
crumble	1183
somebody	1184
proves	1185
exist	1186
accounting	1187
dealer	1188
negotiations	1189
posting	1190
crutches	1191
protested	1192
pageant—airing	1193
eventual	1194
floor	1195
#laskerrink	1196
horrendousthe	1197
liking	1198
actor	1199
uttered	1200
#trump2016#iacaucus	1201
#ocarenightmare	1202
role	1203
airlines	1204
ambitious	1205
benefiting	1206
transgender	1207
bossie	1208
smell	1209
roll	1210
59th	1211
@usnavy	1212
differences	1213
ramadi	1214
hereby	1215
15t	1216
immigration—dont	1217
@royaloakpatch	1218
outage	1219
primed	1220
henninger	1221
eminent	1222
15b	1223
intent	1224
countryin	1225
@emmanuelmacronthank	1226
premieres	1227
rolling	1228
cleaver	1229
15k	1230
15m	1231
#fakenews#prstrong	1232
unmatched	1233
warn	1234
shootout	1235
#prstrong	1236
marathon	1237
glass	1238
fluke	1239
ferrara	1240
ottawa	1241
defamation	1242
kgb	1243
time	1244
push	1245
@cspan	1246
@chuckgrassley	1247
iowans	1248
adjacent	1249
renegotiating	1250
ul	1251
sebelius	1252
8ame	1253
cincinnati	1254
ourthis	1255
chain	1256
whoever	1257
resources	1258
elevator—	1259
blacks	1260
@talkersmagazine	1261
@gretchencarlsons	1262
theaters	1263
skate	1264
armstrongs	1265
bandits	1266
skiing	1267
thought—could	1268
chair	1269
93	1270
sweeneys	1271
otherthey	1272
vet	1273
92	1274
william	1275
dems—i	1276
@fnthefive	1277
@realmeatloaf	1278
@perduesenates	1279
lara	1280
trivial	1281
blindfold	1282
windfarms	1283
burlington	1284
giunta	1285
#am	1286
circumstances	1287
veterans	1288
verbally	1289
tenacious	1290
unifyvideo	1291
@govmikehuckabee	1292
finkelstein	1293
missouri#makeamericagreatagain	1294
prosecuted	1295
jerk	1296
@gcmorningdrive	1297
cheap	1298
#indiana	1299
choice	1300
wharton	1301
#nascar	1302
@stevekingia	1303
gloomy	1304
mourn	1305
servicing	1306
stays	1307
cartersept26	1308
exact	1309
minute	1310
betw	1311
back—good	1312
doubters	1313
saad	1314
@donnawr8	1315
solves	1316
youohio	1317
tear	1318
250000	1319
@wandacarruthers	1320
leave	1321
solved	1322
settle	1323
subway	1324
team	1325
@gop	1326
tennesse	1327
setup	1328
prevent	1329
yitzhak	1330
#magatickets	1331
teamed	1332
findings	1333
@ianjamespoulter	1334
minion	1335
gasoline	1336
prediction	1337
sign	1338
heavyweight	1339
184	1340
shirts	1341
speech—packed	1342
2128674466	1343
ratingleaves	1344
305	1345
educate	1346
elton	1347
essence	1348
@heytammybruce	1349
@vanityfair	1350
painlessly	1351
jeopardy	1352
celebrated	1353
suggestive	1354
2129647777	1355
current	1356
remembered	1357
knick	1358
incredible—best	1359
@davidbrody	1360
@mj_lee	1361
falling	1362
#planahead	1363
boost	1364
@usarmy333	1365
@prnewswire	1366
illegally	1367
drafted	1368
rosenberg	1369
bo	1370
jury	1371
offenses	1372
climbs	1373
304	1374
funeral	1375
31000	1376
virtues	1377
exceptions	1378
#mechanicaldog	1379
@wctc	1380
smiths	1381
yards	1382
address	1383
alone	1384
fearwe	1385
along	1386
dwindling	1387
yds	1388
momentous	1389
militar	1390
molestation	1391
passengers	1392
breathing	1393
yourself—because	1394
lapierre	1395
unenthusiastic	1396
brilliant	1397
famer	1398
identifiable	1399
studied	1400
funded	1401
commonly	1402
disagree—i	1403
accomplished	1404
ineffective	1405
buss	1406
@soapbox1	1407
myers	1408
studies	1409
#goldlist2015	1410
reclaim	1411
jamiel	1412
@timkaines	1413
tasks	1414
love	1415
lounges	1416
#election2012	1417
misidentifies	1418
@tracegallagher	1419
prefer	1420
ipo	1421
logical	1422
till	1423
@lord_sugar—look	1424
@bretbaiers	1425
logically	1426
fake	1427
forefront	1428
citizenscontinued	1429
raiding	1430
red	1431
opposes	1432
obstructionthey	1433
sunbathing	1434
working	1435
perished	1436
positive	1437
angry	1438
@mikeneedham	1439
predictions	1440
@thejuanwilliams	1441
945pm	1442
imaginations	1443
cherished	1444
opposed	1445
wondering	1446
films	1447
@austinkaiser52	1448
syrians	1449
oreilly	1450
prosecutor	1451
wicked	1452
scratched	1453
introducing	1454
@nicolledwallace	1455
marbles	1456
afford	1457
subsistence	1458
@turnbullmalcolm	1459
oregon	1460
approving	1461
him—he	1462
visual	1463
#bigleaguetrut	1464
everywhere	1465
virtue	1466
94th	1467
springtime	1468
todaysign	1469
342	1470
riders	1471
behalf	1472
goodell	1473
winding	1474
@homerjsimpson	1475
deserved	1476
incited	1477
originally	1478
pretend	1479
abortion	1480
performancesome	1481
believer	1482
believes	1483
incites	1484
printing	1485
values	1486
stature	1487
believed	1488
intros	1489
interstate	1490
barnini	1491
#draintheswamp	1492
@speakerboehner	1493
bankrupting	1494
@fox	1495
@johndickerson	1496
mentality	1497
@traceadkins	1498
awesome	1499
spanconversation	1500
nascar	1501
locks	1502
guestroom	1503
238	1504
unveiled	1505
allowed	1506
offense	1507
locale	1508
237	1509
@erictrumpfdn	1510
232	1511
listens	1512
sharpstache	1513
monitoring	1514
winter	1515
@david_bossie	1516
divided	1517
troublelike	1518
#votetrumphi	1519
oskaloosa	1520
thanking	1521
lavrov	1522
vancouver	1523
scranton	1524
prenup	1525
grossed	1526
optimal	1527
@aahs5star	1528
23m	1529
explores	1530
@andreatantaros	1531
@senorrinhatch	1532
blasting	1533
again#draintheswamp	1534
spot	1535
@jameshohmann	1536
@zacharyquinto@realdonaldtrump	1537
convincingly	1538
applications	1539
explored	1540
mustve	1541
date	1542
such	1543
suck	1544
data	1545
codes	1546
hoc	1547
appointee	1548
supersonic	1549
stress	1550
bottle—would	1551
natural	1552
varieties	1553
#leadright2016	1554
conscious	1555
ss	1556
sr	1557
sq	1558
sp	1559
baghdad	1560
st	1561
#aseansummit	1562
si	1563
so	1564
sm	1565
sc	1566
sb	1567
wolves	1568
wiseguys	1569
sg	1570
unmasked	1571
scents	1572
sd	1573
@sethmeyers21	1574
jepsens	1575
haute	1576
marquez	1577
unacceptable	1578
years	1579
professors	1580
course	1581
episodes	1582
@woodruffbets	1583
nflplayer	1584
dye	1585
shermans	1586
clinton	1587
@trumpgrill	1588
55198	1589
disconnect	1590
@turnberrybuzz	1591
internationally	1592
lackluster	1593
jim	1594
stupidity	1595
@veuveclicquot	1596
aviv	1597
attraction	1598
122	1599
@wolfblitzer	1600
wahlberg	1601
intl	1602
suspension	1603
phenomena	1604
bipartisan	1605
decades	1606
@secpricemd	1607
petition	1608
coincidental	1609
@senmikelee	1610
service—this	1611
carolina✅ohio	1612
schuette	1613
recipients	1614
civilian	1615
matches	1616
smarter	1617
pushover	1618
@breitbartsports	1619
nation	1620
records	1621
islanders	1622
drilling	1623
subscribers	1624
@amandaknox	1625
akron	1626
@klnynews	1627
twilight	1628
runners	1629
matched	1630
osama	1631
shouted	1632
hickory	1633
@hulu	1634
truckload	1635
@judgejeanine	1636
brody	1637
revert	1638
ladens	1639
#agreatcause	1640
classify	1641
bowling	1642
amnesty	1643
quarter	1644
revere	1645
jan19	1646
@hhsgov	1647
#nationalagday	1648
square	1649
maimi	1650
@newyorkobserver	1651
@mainegop	1652
mueller	1653
@danratherreport	1654
revised	1655
novembers	1656
ohio#makeamericagreatagain	1657
breakthrough	1658
meltdown—was	1659
sponsor	1660
entering	1661
20295	1662
disasters	1663
@javitscenter	1664
troll	1665
canvas	1666
@iowacentral	1667
dame—but	1668
blt	1669
abide	1670
lowlife	1671
forest	1672
believers	1673
seriously	1674
investigation	1675
financed	1676
@mayorbowser	1677
internet	1678
suggesting	1679
formula	1680
dobias	1681
unifying	1682
rorke	1683
for📸prior	1684
dodgers	1685
armstrong—not	1686
steep	1687
prostitutes	1688
siege	1689
heilemanns	1690
1130	1691
incentives	1692
1135	1693
quite	1694
disrespect	1695
pennsylvanias	1696
pled	1697
complicated	1698
matchless	1699
besides	1700
emblematic	1701
span	1702
unnamed	1703
remainder	1704
@telegraphnews	1705
fbishould	1706
training	1707
hudson	1708
jetliners	1709
@scottienhughes	1710
@trumpscotland	1711
tasting	1712
programming	1713
modest	1714
@andreamagrath	1715
chevy	1716
kathleen	1717
becki	1718
murderer	1719
massive	1720
geomorphology	1721
79m	1722
rumsfeld	1723
@roundsforsenate	1724
reassess	1725
emotion	1726
gunshot	1727
henry	1728
saving	1729
prong	1730
ignored	1731
spoken	1732
one	1733
opec	1734
119000	1735
#msm	1736
problemthe	1737
spanish	1738
vote	1739
ons	1740
tamara	1741
custom	1742
open	1743
ripping	1744
city	1745
@jdelreal	1746
eos	1747
movement#makeamericagreatagain	1748
bite	1749
@richardgrenell	1750
uks	1751
@alwaleed_talal	1752
runways	1753
encourages	1754
2	1755
draft	1756
kamp	1757
stephanopoulos	1758
syriaisnt	1759
cite	1760
williams	1761
hornet	1762
slashes	1763
@jimtalent	1764
tourismelectric	1765
dealmakers	1766
caller	1767
shawn	1768
drop@hbo	1769
surges	1770
proving	1771
meddling	1772
snatch	1773
york#makeamericagreatagain	1774
administered	1775
ridiculous	1776
flashbk	1777
‏@richardroeper	1778
underemployment	1779
slashed	1780
fooled	1781
representing	1782
boyfriend	1783
@realmissnvusa	1784
lucent	1785
220	1786
@piersmorgan	1787
iceberg	1788
procter	1789
@maddow	1790
rival	1791
scourge	1792
counters	1793
crossroads	1794
rehab	1795
future	1796
glide	1797
#pulsenightclub	1798
@comedycentral	1799
counselor	1800
@celtics	1801
russia	1802
proactive	1803
1925	1804
recapping	1805
disruptors	1806
addressing	1807
@gretawire	1808
san	1809
sam	1810
considerably	1811
cheri	1812
badleave	1813
#redbook	1814
turned	1815
argument	1816
sad	1817
prestigious	1818
say	1819
in#debatenight	1820
erictrump	1821
collects	1822
allen	1823
turner	1824
saw	1825
sat	1826
collapsed	1827
#tmdharvey	1828
inches	1829
coliseum	1830
aside	1831
expires	1832
instructed	1833
note	1834
intends	1835
jefferson	1836
stewartpattinson	1837
take	1838
honoris	1839
destroy	1840
mayer	1841
massi	1842
@marieleff	1843
afghanis	1844
handing	1845
offload	1846
opposite	1847
flakey	1848
476k	1849
knew	1850
eldest	1851
israeli	1852
buffet	1853
toooo	1854
fitzgerald	1855
detect	1856
expensing	1857
obamacares	1858
remarks	1859
1182016#makeamericagreatagain	1860
knowingly	1861
pages	1862
hampshire#makeamericagreatagain	1863
@morningjoe	1864
lawn	1865
washpost	1866
bads	1867
energize	1868
235000	1869
average	1870
phil	1871
tank—but	1872
drive	1873
#vasecretary	1874
empowerment	1875
occidental	1876
federal	1877
messier	1878
@jeffbezos	1879
subsequent	1880
link	1881
@drudge_reports	1882
salt	1883
@abcpolitics	1884
axl	1885
laws	1886
#circleofenrichment	1887
madison	1888
knoxville	1889
misconduct	1890
surplus	1891
beckham	1892
circulating	1893
weverybody	1894
jtrump	1895
merit	1896
commitments	1897
@abc2020	1898
bright	1899
deco	1900
@bkcolin	1901
inconsistent	1902
21points	1903
@outnumberedfnc	1904
aggressive	1905
@joelmentum	1906
imagined	1907
#trump	1908
slot	1909
slow	1910
treaties	1911
redbook	1912
race—he	1913
controlforces	1914
 to	1915
robs	1916
infe	1917
relaxes	1918
robo	1919
wisconsin#wiprimary	1920
tears	1921
going	1922
dancing	1923
slob	1924
equipped	1925
outrage	1926
caroline	1927
robb	1928
congressional	1929
carolina	1930
palos	1931
@andre_reed83	1932
poroshenko	1933
guarded	1934
caliber	1935
psychiatrist	1936
occupation	1937
assistant	1938
condemning	1939
#taxrefor	1940
freezing	1941
balconies	1942
225000	1943
achievers	1944
972000	1945
pill—in	1946
327cruz	1947
ambe	1948
awaiting	1949
@djohnsonpga	1950
disgrace#draintheswamp	1951
@nypost	1952
prime	1953
@johncornyn	1954
resource	1955
mavericks	1956
thisthursday	1957
artist	1958
borrow	1959
trys	1960
worried	1961
@stephenbaldwin	1962
skyline	1963
voters#makeamericagreatagain	1964
roger	1965
toying	1966
bombs	1967
578m	1968
@exxonmobil	1969
disparage	1970
where	1971
16th	1972
vision	1973
bangers	1974
58	1975
you#americafirst	1976
espn	1977
multiplied	1978
breathtaking	1979
arouses	1980
247365	1981
revitalizing	1982
@samsondunn	1983
surgery	1984
dives	1985
@americancancer	1986
@wapo	1987
@thealabamaband	1988
planet	1989
830	1990
@byronyork	1991
enlightening	1992
untapped	1993
manufa	1994
harvey	1995
representatives	1996
